data,hora,tc9,uc9,pc9,tc10,uc10,pc10,tc11,uc11,pc11,tamb,uamb,pamb
2024-12-13,21:21,31.24,75.93,1007.63,28.82,100,1007.64,31.55,69.71,1007.59,25.7,78.22,1006.74
2024-12-13,21:51,31.13,74.25,1007.85,28.74,100,1007.86,31.47,69.56,1007.8,25.52,78.02,1006.94
2024-12-13,22:21,31.06,75.95,1007.69,28.56,100,1007.79,31.54,69.83,1007.71,25.26,78.7,1006.85
2024-12-13,22:51,30.99,76,1007.63,28.42,100,1007.65,31.49,69.7,1007.58,24.86,79.93,1006.73
2024-12-13,23:21,30.77,75.39,1007.48,28.2,100,1007.49,31.39,70.34,1007.4,24.58,80.82,1006.52
2024-12-13,23:51,30.63,75.63,1007.2,28.02,100,1007.22,31.46,71.47,1007.16,24.47,81.08,1006.3
2024-12-14,00:21,30.65,76.43,1006.92,27.87,100,1006.9,31.24,72.02,1006.87,24.49,81.43,1006.02
2024-12-14,00:51,30.47,76.79,1006.48,27.68,100,1006.52,31.11,69.76,1006.46,24.46,81.51,1005.61
2024-12-14,01:21,30.46,76.96,1006.27,27.56,100,1006.25,30.94,70.1,1006.21,24.36,81.6,1005.34
2024-12-14,01:51,30.24,76.72,1006.32,27.44,100,1006.34,30.85,70.31,1006.27,24.2,80.78,1005.41
2024-12-14,02:21,30.17,77.08,1006.19,27.27,100,1006.22,30.79,70.43,1006.18,23.98,80.84,1005.31
2024-12-14,02:51,30.09,77.59,1006.04,27.08,100,1006.06,30.65,70.48,1005.99,23.72,80.97,1005.14
2024-12-14,03:21,29.77,78.95,1005.71,26.88,100,1005.72,30.46,70.63,1005.62,23.58,80.88,1004.74
2024-12-14,03:51,29.49,77.92,1005.7,26.69,100,1005.64,30.29,70.28,1005.53,23.33,80.76,1004.71
2024-12-14,04:21,29.18,78.77,1005.76,26.47,100,1005.76,30.12,70.36,1005.71,23.08,81.86,1004.87
2024-12-14,04:51,28.79,77.62,1005.87,26.2,100,1005.87,29.89,70.78,1005.83,22.94,82.23,1004.91
2024-12-14,05:21,28.35,78.42,1005.94,26,100,1005.91,29.61,70.78,1005.87,22.92,82.46,1004.99
2024-12-14,05:51,28.05,77.21,1005.99,25.8,100,1006,29.31,70.99,1005.95,23.09,81.78,1005.04
2024-12-14,06:21,27.74,76.61,1005.93,25.65,100,1005.9,29.14,71.79,1005.87,23.07,81.99,1004.99
2024-12-14,06:51,27.49,76.37,1006.09,25.46,100,1006.05,28.91,73.2,1005.94,23.05,82.65,1005.11
2024-12-14,07:21,27.31,76.18,1006.06,25.34,100,1006.06,28.7,72.67,1005.96,23.19,82.89,1005.12
2024-12-14,07:51,27,76.27,1005.86,25.23,100,1005.78,28.51,72.99,1005.74,23.23,83.53,1004.87
2024-12-14,08:21,26.88,77.34,1005.85,25.18,100,1005.79,28.33,73.33,1005.72,23.57,83.02,1004.9
2024-12-14,08:51,26.85,77.22,1005.63,25.14,100,1005.54,28.26,73.69,1005.48,24.05,83.21,1004.67
2024-12-14,09:21,26.93,77.49,1005.32,25.2,100,1005.27,28.15,75.02,1005.22,24.21,81.43,1004.41
2024-12-14,09:51,27.06,77.61,1005.02,25.29,100,1005.04,28.37,75.13,1004.92,24.88,82.36,1004.15
2024-12-14,10:21,27.18,78.09,1004.62,25.43,100,1004.64,28.51,75.14,1004.57,24.66,80.63,1003.76
2024-12-14,10:51,27.47,78.77,1004.18,25.61,100,1004.25,28.63,75.82,1004.14,25.39,80.19,1003.34
2024-12-14,11:21,27.77,80.5,1003.7,25.79,100,1003.76,28.71,75.85,1003.66,25.68,78.25,1002.86
2024-12-14,11:51,28.13,81.46,1003.26,26.01,100,1003.18,28.95,76.3,1003.11,25.64,77.16,1002.37
2024-12-14,12:21,28.6,82.46,1002.92,26.22,100,1002.89,29.09,76.37,1002.82,25.72,77.58,1002.04
2024-12-14,12:51,28.98,83.6,1002.6,26.46,100,1002.55,29.31,76.73,1002.5,26.28,77.33,1001.75
2024-12-14,13:21,29.33,83.69,1002.31,26.66,100,1002.3,29.5,76.92,1002.24,26.08,77.6,1001.52
2024-12-14,13:51,29.62,83.2,1001.81,26.86,100,1001.81,29.7,77.15,1001.77,26.17,78.41,1001.01
2024-12-14,14:21,29.82,82.26,1001.77,27.03,100,1001.73,29.88,77.43,1001.72,26.3,78.61,1000.97
2024-12-14,14:51,30.02,82.7,1001.33,27.24,100,1001.34,30.05,77.28,1001.34,27.13,77.72,1000.58
2024-12-14,15:21,30.18,83.39,1000.99,27.48,100,1001.01,30.37,77.79,1000.94,26.79,76.85,1000.18
2024-12-14,15:51,30.28,83.35,1000.88,27.74,100,1000.79,30.59,77.92,1000.76,26.94,76.33,1000.04
2024-12-14,16:21,30.24,80.13,1000.67,28.36,100,1000.66,30.83,77.52,1000.63,26.83,77.2,999.85
2024-12-14,16:51,30.61,80.59,1000.74,28.23,100,1000.77,31.07,77.46,1000.71,26.58,77.38,999.97
2024-12-14,17:21,30.6,82.17,1000.74,28.13,100,1000.61,31.44,77.37,1000.63,26.32,78.16,999.88
2024-12-14,17:51,30.66,82.2,1000.74,28.08,100,1000.66,31.46,76.38,1000.68,26,78.2,999.93
2024-12-14,18:21,30.73,82.49,1001.47,28.01,100,1001.48,31.42,76.04,1001.5,25.66,79.18,1000.69
2024-12-14,18:51,30.61,82.81,1001.12,27.92,100,1001.08,31.46,76.39,1001.07,25.5,79.98,1000.28
2024-12-14,19:21,30.72,83.39,1002.35,27.91,100,1002.29,31.49,75.82,1002.27,25.14,81.43,1001.49
2024-12-14,19:51,30.71,84.06,1001.74,27.87,100,1001.69,31.34,76.52,1001.72,24.96,82.31,1000.92
2024-12-14,20:21,30.71,82.36,1001.81,27.77,100,1001.77,31.39,76.35,1001.79,24.55,83.45,1000.98
2024-12-14,20:51,30.96,80.72,1001.84,27.63,100,1001.79,31.25,76.34,1001.79,24.59,83.47,1000.97
2024-12-14,21:21,30.95,81.29,1001.87,27.58,100,1001.84,31.2,75.86,1001.87,24.49,83.83,1001.05
2024-12-14,21:51,30.89,80.51,1001.87,27.44,100,1001.82,31.16,75.59,1001.8,24.17,83.87,1001.01
2024-12-14,22:21,30.78,80.74,1001.91,27.25,100,1001.89,31.27,75.79,1001.88,24,84.08,1001.06
2024-12-14,22:51,30.7,79.73,1001.95,27.08,100,1001.87,31.21,76.63,1001.92,23.78,83.65,1001.13
2024-12-14,23:21,30.71,79.61,1001.91,26.93,100,1001.82,31.17,76.65,1001.83,23.57,83.52,1001.05
2024-12-14,23:51,30.61,79.02,1001.97,26.71,100,1001.91,31.1,75.42,1001.95,23.3,83.94,1001.13
2024-12-15,00:21,30.42,78.65,1001.62,26.55,100,1001.55,30.95,75.29,1001.59,23.35,84.24,1000.75
2024-12-15,00:51,30.13,78.31,1001.19,26.38,100,1001.13,30.85,75.47,1001.15,23.25,84.12,1000.33
2024-12-15,01:21,29.95,76.73,1000.96,26.24,100,1000.88,30.66,74.6,1000.9,22.9,84.15,1000.1
2024-12-15,01:51,29.73,77.4,1000.58,26.02,100,1000.5,30.49,75.45,1000.54,22.64,83.74,999.69
2024-12-15,02:21,29.52,76.32,1000.18,25.81,100,1000.12,29.93,74.51,1000.14,22.59,83.75,999.33
2024-12-15,02:51,29.25,76.83,1000.06,25.59,100,1000.03,29.88,74.99,1000.06,22.47,83.98,999.21
2024-12-15,03:21,29.25,76.68,999.64,25.38,100,999.59,29.72,74.14,999.63,22.42,84.44,998.79
2024-12-15,03:51,28.94,79.74,999.89,25.22,100,999.78,29.78,74.05,999.85,22.55,84.36,999.03
2024-12-15,04:21,28.5,80.45,999.88,25.1,100,999.8,29.41,74.12,999.8,22.62,84.6,999
2024-12-15,04:51,28.14,79.27,1000.16,24.99,100,1000.04,29.2,73.86,1000.11,22.54,84.5,999.27
2024-12-15,05:21,27.91,79.17,1000.37,24.84,100,1000.23,28.97,73.81,1000.26,22.2,84.31,999.5
2024-12-15,05:51,27.44,78.95,1000.81,24.74,100,1000.7,28.82,74.75,1000.72,22.33,84.45,999.95
2024-12-15,06:21,27.18,78.44,1001.16,24.62,100,1001.11,28.62,75.72,1001.07,22.81,84.93,1000.35
2024-12-15,06:51,27.01,79.02,1001.45,24.6,100,1001.38,28.51,75.92,1001.37,23.57,84.5,1000.6
2024-12-15,07:21,26.86,78.68,1002,24.73,100,1001.9,28.32,76.76,1001.92,24.27,82.3,1001.1
2024-12-15,07:51,26.92,78.62,1001.97,24.85,100,1001.91,28.28,77.23,1001.88,24.62,78.43,1001.11
2024-12-15,08:21,27.24,78.98,1002.12,25.04,100,1002.06,28.28,77.65,1002.09,25.27,73.81,1001.29
2024-12-15,08:51,27.36,79.8,1002.2,25.26,100,1002.12,28.49,77.24,1002.15,25.4,70.54,1001.39
2024-12-15,09:21,27.51,80.06,1002.38,25.43,100,1002.2,28.68,77.41,1002.25,25.47,68.15,1001.5
2024-12-15,09:51,27.84,80.71,1002.22,25.66,100,1002.15,28.94,77.64,1002.16,26.16,66.11,1001.38
2024-12-15,10:21,28.06,81.72,1002.01,25.91,100,1001.84,29.05,77.94,1001.93,26.43,65.33,1001.13
2024-12-15,10:51,28.69,81.46,1001.77,26.24,100,1001.69,29.34,77.92,1001.69,27.26,69.72,1000.95
2024-12-15,11:21,29.09,81.89,1001.31,26.59,100,1001.22,29.58,78.27,1001.34,27.81,58.09,1000.54
2024-12-15,11:51,29.52,83.43,1001.06,27.01,100,1001,29.91,78.36,1001.04,28.83,59.75,1000.21
2024-12-15,12:21,29.85,82.98,1000.92,27.51,100,1000.84,30.19,78.28,1000.93,28.75,62.86,1000.11
2024-12-15,12:51,30.08,83.72,1000.6,27.89,100,1000.47,30.68,78.36,1000.58,29.03,63.07,999.75
2024-12-15,13:21,30.63,83.42,1000.39,28.29,100,1000.27,30.92,78.57,1000.4,28.5,61.41,999.55
2024-12-15,13:51,30.93,82.44,1000.26,28.52,100,1000.2,31.34,78.69,1000.27,29.26,64.63,999.51
2024-12-15,14:21,30.97,81.03,1000.02,28.83,100,999.9,31.45,78.28,999.95,29.88,58.25,999.12
2024-12-15,14:51,31.07,80.5,1000.12,29.07,100,999.99,31.61,76.95,1000.1,28.14,61.49,999.27
2024-12-15,15:21,31.03,80.8,999.94,29.14,100,999.75,31.7,76.11,999.84,29.21,49.82,999.02
2024-12-15,15:51,30.65,76.32,999.98,29.12,100,999.82,31.66,74.06,999.95,29.02,47.56,999.06
2024-12-15,16:21,30.58,75.04,999.97,29.04,100,999.85,31.71,73.97,999.93,28.26,45.24,999.05
2024-12-15,16:51,30.61,74.87,1000.24,29,100,1000.13,31.67,73.92,1000.17,27.62,61.79,999.26
2024-12-15,17:21,30.77,75.21,1001.01,29,100,1000.9,31.7,73.73,1000.99,27.34,63.86,1000.08
2024-12-15,17:51,30.73,76.46,1001.46,28.87,100,1001.41,31.65,73.74,1001.48,26.52,53.18,1000.54
2024-12-15,18:21,30.67,76.17,1002.01,28.6,100,1002,31.5,72.43,1002.03,25.88,53.64,1001.07
2024-12-15,18:51,30.48,75.49,1002.24,28.31,100,1002.16,31.38,72.47,1002.18,25.5,54.23,1001.24
2024-12-15,19:21,30.4,75.11,1002.57,28.02,100,1002.48,31.13,71.13,1002.52,25.43,52.77,1001.6
2024-12-15,19:51,30.37,74.6,1002.49,27.6,100,1002.45,30.92,72.45,1002.47,25.28,54.02,1001.53
2024-12-15,20:21,30.43,73.86,1002.28,27.5,100,1002.26,30.79,72.2,1002.33,25,54.34,1001.27
2024-12-15,20:51,30.42,75.2,1002.06,27.34,100,1002.07,30.44,69.44,1002.1,24.88,52.63,1001.1
2024-12-15,21:21,30.54,77.67,1001.87,27.19,100,1001.82,30.53,70.61,1001.91,24.92,53.44,1000.85
2024-12-15,21:51,30.52,76.4,1002.2,26.95,100,1002.14,30.55,72.49,1002.14,24.99,54.78,1001.13
2024-12-15,22:21,30.29,70.93,1001.68,26.77,100,1001.62,30.36,71.39,1001.7,25.04,53.54,1000.67
2024-12-15,22:51,30.29,71.25,1002.17,26.59,100,1002.12,30.39,71.58,1002.22,24.96,53.67,1001.16
2024-12-15,23:21,30.32,72.59,1002.6,26.41,100,1002.57,30.42,71.88,1002.58,24.84,54.24,1001.57
2024-12-15,23:51,30.25,72.66,1002.81,26.39,100,1002.76,30.39,71.22,1002.81,24.61,54.67,1001.81
2024-12-16,00:21,30.36,72.23,1002.79,26.21,100,1002.82,30.16,71.66,1002.77,24.23,56.59,1001.76
2024-12-16,00:51,30.1,66.05,1002.53,26.09,100,1002.57,30.2,71.47,1002.55,24.13,57.62,1001.53
2024-12-16,01:21,29.98,72.35,1002.71,25.95,100,1002.71,30.09,68.99,1002.68,24.18,59.03,1001.65
2024-12-16,01:51,29.97,72.82,1002.71,25.9,100,1002.72,29.96,69.54,1002.69,24.08,60.13,1001.68
2024-12-16,02:21,29.59,71.13,1003.03,25.85,100,1003.02,29.91,69.38,1002.99,23.81,62.31,1002
2024-12-16,02:51,29.16,63.89,1002.75,25.75,100,1002.67,29.78,70.89,1002.74,23.46,62.38,1001.72
2024-12-16,03:21,28.89,69.82,1003.05,25.56,100,1003,29.68,68.56,1003,23.49,63.42,1002.02
2024-12-16,03:51,28.54,71,1003.25,25.38,100,1003.25,29.59,70,1003.21,23.35,63.66,1002.16
2024-12-16,04:21,28.15,70.79,1003.6,25.29,100,1003.54,29.6,70.01,1003.53,23.19,66.48,1002.53
2024-12-16,04:51,27.85,71.32,1004.01,25.12,100,1003.96,29.3,70.45,1003.97,22.87,67.04,1002.93
2024-12-16,05:21,27.47,70.66,1004.29,24.98,100,1004.26,29.17,70.14,1004.26,22.79,68.71,1003.23
2024-12-16,05:51,27.01,67.46,1004.38,24.83,100,1004.42,28.85,71.03,1004.43,22.78,70.24,1003.36
2024-12-16,06:21,26.78,69.97,1004.71,24.69,100,1004.62,28.63,70.98,1004.64,23.16,69.77,1003.61
2024-12-16,06:51,26.59,70.38,1005.11,24.67,100,1005.03,28.5,71.93,1005.01,23.61,68.06,1004.04
2024-12-16,07:21,26.45,70.5,1005.56,24.68,100,1005.51,28.28,71.67,1005.51,24.23,67.49,1004.47
2024-12-16,07:51,26.44,71.17,1005.86,24.75,100,1005.81,28.18,71.47,1005.89,24.87,62.63,1004.82
2024-12-16,08:21,26.48,71.68,1006.2,24.91,100,1006.13,28.18,72.4,1006.15,25.62,59.61,1005.21
2024-12-16,08:51,26.82,72.37,1006.71,25.14,100,1006.6,28.25,73.05,1006.66,25.5,60.69,1005.63
2024-12-16,09:21,27.22,73.92,1006.91,25.37,100,1006.82,28.44,73.69,1006.82,25.9,60.1,1005.89
2024-12-16,09:51,27.76,73.6,1007.66,25.65,100,1007.62,28.65,73.83,1007.67,26.36,63.84,1006.71
2024-12-16,10:21,28.15,74.97,1007.98,25.86,100,1007.91,28.91,74.37,1007.95,25,72.77,1006.96
2024-12-16,10:51,28.44,76.02,1008.38,25.96,100,1008.36,29.08,75.14,1008.4,25.39,74.17,1007.34
2024-12-16,11:21,28.58,76.96,1008.54,26.03,100,1008.49,29.25,75.58,1008.56,25.08,75.54,1007.57
2024-12-16,11:51,28.85,77.43,1008.67,26.1,100,1008.59,29.32,75.46,1008.61,24.2,76.74,1007.62
2024-12-16,12:21,29.13,77.94,1008.82,26.09,100,1008.8,29.4,75.55,1008.79,24.71,77.37,1007.85
2024-12-16,12:51,29.45,78.19,1008.92,26.18,100,1008.82,29.6,76.15,1008.89,24.78,74.98,1007.89
2024-12-16,13:21,29.63,78.07,1008.8,26.23,100,1008.79,29.57,77.08,1008.83,24.65,77.83,1007.82
2024-12-16,13:51,29.62,77.3,1009.32,26.26,100,1009.3,29.67,77.53,1009.29,23.79,77.33,1008.34
2024-12-16,14:21,29.71,77.54,1009.23,26.17,100,1009.22,29.66,77.91,1009.25,24.9,77.8,1008.27
2024-12-16,14:51,29.67,78.22,1009.37,26.24,100,1009.33,29.52,78.06,1009.35,24.67,76.81,1008.4
2024-12-16,15:21,29.49,78.67,1009.13,26.27,100,1009.08,29.5,78.55,1009.05,25.22,75.02,1008.16
2024-12-16,15:51,29.59,78.59,1008.99,26.42,100,1008.95,29.46,76.4,1009,25.19,73.16,1008.09
2024-12-16,16:21,30.06,79.28,1009.42,26.48,100,1009.39,29.47,75.87,1009.39,25.01,72.04,1008.47
2024-12-16,16:51,30.08,81.91,1009.67,26.52,100,1009.65,29.69,75.9,1009.67,25.08,71.81,1008.76
2024-12-16,17:21,30.27,81.54,1010.05,26.58,100,1009.99,29.75,75.72,1010,25.07,71.2,1009.1
2024-12-16,17:51,30.52,81.42,1010.6,26.64,100,1010.56,29.76,75.61,1010.54,24.98,68.22,1009.67
2024-12-16,18:21,30.48,81.56,1011.05,26.6,100,1010.97,29.82,75.56,1010.98,24.55,68.18,1010.07
2024-12-16,18:51,30.46,81.3,1011.43,26.55,100,1011.35,30.04,76.44,1011.39,24.09,68.65,1010.47
2024-12-16,19:21,30.48,80.94,1012.14,26.48,100,1012.08,30.2,75.77,1012.1,23.92,70.78,1011.18
2024-12-16,19:51,30.74,81.13,1012.62,26.47,100,1012.53,30.23,76.2,1012.52,23.73,72.71,1011.66
2024-12-16,20:21,30.79,80.71,1013.06,26.39,100,1012.94,30.5,75.7,1012.96,23.59,72.89,1012.06
2024-12-16,20:51,30.73,78.86,1013.53,26.37,100,1013.43,30.71,75.39,1013.46,23.39,72.61,1012.47
2024-12-16,21:21,30.7,78.69,1013.53,26.29,100,1013.45,30.67,75.11,1013.47,22.89,74.88,1012.53
2024-12-16,21:51,31,78.27,1013.71,26.13,100,1013.7,30.8,75.42,1013.72,22.58,75.56,1012.74
2024-12-16,22:21,30.76,77.73,1013.92,25.95,100,1013.83,31.08,75.65,1013.85,22.27,76.11,1012.93
2024-12-16,22:51,30.33,72.95,1013.96,25.69,100,1013.89,30.94,75.05,1013.92,22,76.97,1012.98
2024-12-16,23:21,30.1,73.99,1013.87,25.51,100,1013.82,30.54,73.56,1013.87,21.77,76.61,1012.93
2024-12-16,23:51,29.86,72.95,1013.77,25.24,100,1013.72,30.48,70,1013.77,21.51,76.63,1012.78
2024-12-17,00:21,29.92,74.6,1013.52,24.97,100,1013.5,30.39,70.69,1013.5,21.09,77.49,1012.55
2024-12-17,00:51,29.58,72.91,1013.45,24.76,100,1013.44,30.05,69.86,1013.48,20.98,77.4,1012.51
2024-12-17,01:21,29.26,74.36,1013.41,24.47,100,1013.38,29.84,70.17,1013.38,20.63,77.49,1012.4
2024-12-17,01:51,29.12,73.78,1013.38,24.17,100,1013.36,29.66,69.42,1013.33,20.3,78.21,1012.41
2024-12-17,02:21,28.87,74.6,1013.49,23.89,100,1013.47,29.21,71.44,1013.44,20.25,78.83,1012.49
2024-12-17,02:51,28.36,74.14,1013.55,23.61,100,1013.54,28.75,70.3,1013.54,19.88,78.4,1012.55
2024-12-17,03:21,27.88,74.56,1013.83,23.32,100,1013.81,28.52,69.87,1013.75,19.73,79.56,1012.76
2024-12-17,03:51,27.49,74.91,1014.02,23.01,100,1013.97,28.1,71.54,1013.92,19.6,79.42,1012.95
2024-12-17,04:21,26.8,74.52,1014.31,22.73,100,1014.26,27.62,72.66,1014.2,19.43,78.52,1013.26
2024-12-17,04:51,26.28,74.42,1014.63,22.46,100,1014.59,27.22,73.6,1014.53,19.42,78.26,1013.54
2024-12-17,05:21,25.64,74.43,1014.82,22.18,100,1014.78,26.83,73.49,1014.79,19.16,79.01,1013.76
2024-12-17,05:51,25.1,73.24,1015.15,21.95,100,1015.09,26.38,74,1015.09,19.18,79.16,1014.1
2024-12-17,06:21,24.48,72.93,1015.62,21.73,100,1015.58,26,73.3,1015.53,20.02,79.41,1014.55
2024-12-17,06:51,24.01,72.97,1016.04,21.62,100,1015.95,25.72,73.95,1015.92,20.51,79.56,1014.95
2024-12-17,07:21,24.02,73.71,1016.37,21.63,100,1016.34,25.46,74.16,1016.27,20.85,77.64,1015.31
2024-12-17,07:51,24.05,74.89,1016.72,21.69,100,1016.65,25.41,74.61,1016.59,21.41,75.57,1015.64
2024-12-17,08:21,24.42,76.27,1016.87,21.8,100,1016.8,25.61,75.44,1016.79,22.15,74.69,1015.89
2024-12-17,08:51,25.88,77.99,1016.88,22.06,100,1016.87,25.74,76.03,1016.84,22.62,67.87,1015.93
2024-12-17,09:21,27.15,79,1016.88,22.43,100,1016.91,25.93,77,1016.92,23.51,65.59,1015.97
2024-12-17,09:51,27.68,79.63,1017.1,22.82,100,1017.09,26.04,77.58,1017.11,24.19,64.27,1016.19
2024-12-17,10:21,28.24,79.56,1016.92,23.26,100,1016.9,26.3,77.94,1016.9,24.68,61.26,1015.99
2024-12-17,10:51,28.78,79.34,1016.66,23.7,100,1016.69,26.56,78.02,1016.69,25.53,61.99,1015.73
2024-12-17,11:21,29.16,80.7,1016.58,24.24,100,1016.55,26.9,78.31,1016.56,26.43,57.99,1015.71
2024-12-17,11:51,29.36,81.91,1016.51,24.83,100,1016.52,27.29,77.93,1016.52,26.73,60.58,1015.57
2024-12-17,12:21,29.6,81.58,1016.47,25.29,100,1016.36,27.73,78.18,1016.5,26.14,63.1,1015.49
2024-12-17,12:51,29.83,82.55,1016.54,25.64,100,1016.49,28.08,78.86,1016.54,25.49,64.19,1015.58
2024-12-17,13:21,29.56,81.4,1016.44,25.79,100,1016.37,28.43,78.91,1016.37,25.72,64.71,1015.46
2024-12-17,13:51,29.78,80.9,1016.39,25.94,100,1016.32,28.74,79.46,1016.36,26.14,66.24,1015.46
2024-12-17,14:21,29.83,80.85,1016.25,26.2,100,1016.19,28.93,79.55,1016.23,26.1,64.49,1015.3
2024-12-17,14:51,29.94,79.9,1016.14,26.29,100,1016.07,29.18,79.76,1016.12,26.03,65.1,1015.21
2024-12-17,15:21,30.07,79.8,1016.05,26.4,100,1015.98,29.48,78.97,1016.02,25.54,63.57,1015.11
2024-12-17,15:51,30.13,80.67,1015.94,26.49,100,1015.89,29.58,78.84,1015.92,25.23,64.55,1014.95
2024-12-17,16:21,30.16,79.92,1015.8,26.47,100,1015.76,29.7,78.76,1015.78,25.39,64.88,1014.82
2024-12-17,16:51,30.28,79.84,1015.82,26.5,100,1015.8,29.75,78.39,1015.82,25.48,64.25,1014.84
2024-12-17,17:21,30.5,79.85,1015.96,26.59,100,1015.92,29.85,78.2,1015.93,24.81,64.4,1014.95
2024-12-17,17:51,30.6,79.93,1016.31,26.58,100,1016.3,30.12,78.1,1016.3,24.32,67.87,1015.38
2024-12-17,18:21,30.5,79.66,1016.53,26.55,100,1016.53,30.16,77.75,1016.57,24.11,69.69,1015.65
2024-12-17,18:51,30.39,77.81,1017.06,26.93,100,1016.99,30.12,77.93,1017.06,23.94,70.53,1016.11
2024-12-17,19:21,30.41,78.88,1017.32,26.53,100,1017.29,30.18,77.77,1017.32,23.84,71.39,1016.36
2024-12-17,19:51,30.43,79.86,1017.48,26.42,100,1017.49,30.28,77.21,1017.46,23.57,72.45,1016.55
2024-12-17,20:21,30.29,79.45,1017.62,26.4,100,1017.59,29.96,76.79,1017.58,23.35,73.84,1016.65
2024-12-17,20:51,30.24,78.37,1017.62,26.29,100,1017.56,30.08,77.42,1017.57,23.22,75.3,1016.64
2024-12-17,21:21,30.37,78.89,1017.63,26.18,100,1017.58,30.08,77.89,1017.61,23.23,76,1016.63
2024-12-17,21:51,30.43,79.4,1017.57,26.06,100,1017.51,30.2,77.02,1017.55,23.08,76.19,1016.62
2024-12-17,22:21,30.15,77.13,1017.61,25.95,100,1017.6,30.2,77.65,1017.57,22.95,76.78,1016.65
2024-12-17,22:51,30.1,79.48,1017.71,25.86,100,1017.68,30.37,76.59,1017.68,22.9,77.22,1016.73
2024-12-17,23:21,30.14,77.68,1017.66,25.73,100,1017.61,30.31,74.62,1017.59,22.53,78.06,1016.64
2024-12-17,23:51,30.06,76.48,1017.31,25.64,100,1017.29,30.24,73.21,1017.24,22.01,77.85,1016.29
2024-12-18,00:21,29.81,74.8,1016.98,25.34,100,1016.98,30.08,73.03,1016.98,21.7,79.03,1016.01
2024-12-18,00:51,29.78,75.18,1016.74,25.11,100,1016.75,30,72.63,1016.7,21.59,79.37,1015.77
2024-12-18,01:21,29.5,75.23,1016.57,24.93,100,1016.62,29.95,73.6,1016.53,21.74,79.7,1015.56
2024-12-18,01:51,29.22,76.68,1016.03,24.76,100,1016.01,29.61,73.84,1016.01,21.8,80.44,1015.09
2024-12-18,02:21,28.97,77.27,1015.99,24.61,100,1016.03,29.49,73.58,1016.03,21.74,81.04,1015.04
2024-12-18,02:51,28.83,78.13,1015.84,24.45,100,1015.85,29.17,74.36,1015.79,21.71,81.15,1014.94
2024-12-18,03:21,28.74,78.64,1016.03,24.32,100,1015.98,29.08,72.97,1015.99,21.44,81.5,1015.02
2024-12-18,03:51,28.4,78.93,1016.1,24.17,100,1016.02,28.85,72.21,1016.06,21.26,80.56,1015.15
2024-12-18,04:21,27.99,77.67,1016.42,24,100,1016.39,28.58,73.36,1016.36,20.9,81.03,1015.46
2024-12-18,04:51,27.64,76.65,1016.56,23.74,100,1016.49,28.16,72.12,1016.56,20.9,80.57,1015.61
2024-12-18,05:21,27.24,75.74,1016.69,23.54,100,1016.63,27.84,72.58,1016.68,20.59,80.76,1015.68
2024-12-18,05:51,26.87,76.07,1016.82,23.32,100,1016.71,27.49,73.28,1016.79,20.59,81.25,1015.8
2024-12-18,06:21,26.4,76.14,1017.03,23.12,100,1016.92,27.11,73.85,1016.94,21.14,81.86,1016
2024-12-18,06:51,26.1,75.88,1017.29,23.01,100,1017.18,26.82,74.51,1017.23,21.36,82.67,1016.29
2024-12-18,07:21,25.68,75.83,1017.46,23,100,1017.3,26.65,75,1017.38,21.86,81.42,1016.43
2024-12-18,07:51,25.69,75.99,1017.49,23.08,100,1017.42,26.55,75.49,1017.46,22.34,79.47,1016.53
2024-12-18,08:21,25.99,76.24,1017.32,23.25,100,1017.26,26.5,76.01,1017.35,22.48,79.69,1016.39
2024-12-18,08:51,26.04,77.29,1017.21,23.42,100,1017.08,26.54,76.43,1017.18,23.04,79.58,1016.22
2024-12-18,09:21,26.94,80.37,1017.05,23.66,100,1016.98,26.76,77.22,1017.03,23.68,76.61,1016.11
2024-12-18,09:51,27.57,81.76,1016.95,23.94,100,1016.91,26.92,77.32,1017.02,24.65,71.08,1016.07
2024-12-18,10:21,28.29,83.06,1016.88,24.31,100,1016.85,27.17,77.53,1016.88,25.72,69.93,1016
2024-12-18,10:51,28.82,83.99,1016.64,24.73,100,1016.51,27.6,77.67,1016.61,25.33,68.57,1015.72
2024-12-18,11:21,29.07,83.83,1016.51,25.06,100,1016.42,27.92,78,1016.52,25.43,70.15,1015.59
2024-12-18,11:51,29.33,82.96,1016.29,25.36,100,1016.18,28.33,78.13,1016.29,25.43,70.51,1015.41
2024-12-18,12:21,29.54,82.04,1015.99,25.63,100,1015.83,28.54,78.28,1015.94,25.28,71.14,1015.05
2024-12-18,12:51,29.57,82.3,1015.71,25.84,100,1015.6,28.89,78.58,1015.67,25.2,70.86,1014.82
2024-12-18,13:21,29.62,83.37,1015.47,25.99,100,1015.32,29.08,78.91,1015.42,25.17,71.2,1014.56
2024-12-18,13:51,29.55,82.77,1015.36,26.14,100,1015.22,29.25,79.02,1015.27,25,70.79,1014.42
2024-12-18,14:21,29.61,82.02,1015.21,26.19,100,1015.12,29.43,78.42,1015.18,25.1,71.14,1014.3
2024-12-18,14:51,29.56,81.88,1015.04,26.33,100,1014.89,29.55,79.21,1015.07,25.47,70.09,1014.12
2024-12-18,15:21,29.72,81.46,1014.85,26.42,100,1014.75,29.63,78.76,1014.85,25.32,69.04,1013.94
2024-12-18,15:51,29.62,79.87,1014.69,26.68,100,1014.52,29.76,79.47,1014.6,25.15,69.33,1013.73
